Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5510,Production,1802,Sugar cane,2018,2018,t,0,M,"Missing value (data cannot exist, not applicable)"
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5510,Production,1802,Sugar cane,2019,2019,t,0,M,"Missing value (data cannot exist, not applicable)"
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5510,Production,1802,Sugar cane,2020,2020,t,0,M,"Missing value (data cannot exist, not applicable)"
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5016,Loss,1802,Sugar cane,2016,2016,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5016,Loss,1802,Sugar cane,2017,2017,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5016,Loss,1802,Sugar cane,2018,2018,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5016,Loss,1802,Sugar cane,2019,2019,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5510,Production,1234,Tomatoes,2016,2016,t,491,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5510,Production,1234,Tomatoes,2017,2017,t,501,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5510,Production,1234,Tomatoes,2018,2018,t,511,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5510,Production,1234,Tomatoes,2019,2019,t,298.86,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5510,Production,1234,Tomatoes,2020,2020,t,34.7,A,Official figure
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5016,Loss,1234,Tomatoes,2016,2016,t,41,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5016,Loss,1234,Tomatoes,2017,2017,t,42,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5016,Loss,1234,Tomatoes,2018,2018,t,43,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5016,Loss,1234,Tomatoes,2019,2019,t,29.58,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5016,Loss,1234,Tomatoes,2020,2020,t,2.8,I,Imputed value
SCL,Supply Utilization Accounts (2010-),28,Antigua and Barbuda,5510,Production,1221,Watermelons,2020,2020,t,93.9,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1341,Apples,2016,2016,t,458908,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1341,Apples,2017,2017,t,458908,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1341,Apples,2018,2018,t,510478,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1341,Apples,2019,2019,t,500000,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1341,Apples,2020,2020,t,480000,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1341,Apples,2016,2016,t,38433,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1341,Apples,2017,2017,t,38433,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1341,Apples,2018,2018,t,42752,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1341,Apples,2019,2019,t,41900,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1341,Apples,2020,2020,t,40200,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1343,Apricots,2016,2016,t,26737,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1343,Apricots,2017,2017,t,26836,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1343,Apricots,2018,2018,t,26935,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1343,Apricots,2019,2019,t,27015.64,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1343,Apricots,2020,2020,t,27105.11,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1343,Apricots,2016,2016,t,2239,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1343,Apricots,2017,2017,t,2247,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1343,Apricots,2018,2018,t,2256,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1343,Apricots,2019,2019,t,2260.43,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1343,Apricots,2020,2020,t,2267.92,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1216,Artichokes,2016,2016,t,107869,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1216,Artichokes,2017,2017,t,109263,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1216,Artichokes,2018,2018,t,110657,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1216,Artichokes,2019,2019,t,35000,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1216,Artichokes,2020,2020,t,35500,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1216,Artichokes,2016,2016,t,10787,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1216,Artichokes,2017,2017,t,10926,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1216,Artichokes,2018,2018,t,11066,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1216,Artichokes,2019,2019,t,3500,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1216,Artichokes,2020,2020,t,3550,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1211,Asparagus,2016,2016,t,11183,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1211,Asparagus,2017,2017,t,11514,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1211,Asparagus,2018,2018,t,11846,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1211,Asparagus,2019,2019,t,10348.22,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1211,Asparagus,2020,2020,t,10368.3,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1211,Asparagus,2016,2016,t,937,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1211,Asparagus,2017,2017,t,964,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1211,Asparagus,2018,2018,t,992,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1211,Asparagus,2019,2019,t,866.73,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1211,Asparagus,2020,2020,t,866.41,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1311,Avocados,2016,2016,t,4095,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1311,Avocados,2017,2017,t,4125,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1311,Avocados,2018,2018,t,4154,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1311,Avocados,2019,2019,t,4193.48,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1311,Avocados,2020,2020,t,4226.87,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1311,Avocados,2016,2016,t,343,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1311,Avocados,2017,2017,t,1621,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1311,Avocados,2018,2018,t,1292,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1311,Avocados,2019,2019,t,1550,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1311,Avocados,2020,2020,t,1153.47,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,115,Barley,2016,2016,t,4938723,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,115,Barley,2017,2017,t,3741158,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,115,Barley,2018,2018,t,5061069,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,115,Barley,2019,2019,t,3784823,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,115,Barley,2020,2020,t,4483062,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,115,Barley,2016,2016,t,228946,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,115,Barley,2017,2017,t,171854,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,115,Barley,2018,2018,t,230371,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,115,Barley,2019,2019,t,218542.57,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,115,Barley,2020,2020,t,208594.25,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1212,Cabbages,2016,2016,t,193,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1212,Cabbages,2017,2017,t,35,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1344.02,Cherries,2016,2016,t,7207,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1344.02,Cherries,2017,2017,t,7246,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1344.02,Cherries,2018,2018,t,7285,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1344.02,Cherries,2019,2019,t,7300.44,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1344.02,Cherries,2020,2020,t,7335.36,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1344.02,Cherries,2016,2016,t,604,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1344.02,Cherries,2017,2017,t,607,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1344.02,Cherries,2018,2018,t,610,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1344.02,Cherries,2019,2019,t,612.82,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1344.02,Cherries,2020,2020,t,615.58,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1330,Grapes,2016,2016,t,1758418,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1330,Grapes,2017,2017,t,1965206,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1330,Grapes,2018,2018,t,2573311,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1330,Grapes,2019,2019,t,2519886,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1330,Grapes,2020,2020,t,2055746,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1330,Grapes,2016,2016,t,44417,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1330,Grapes,2017,2017,t,49707,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1330,Grapes,2018,2018,t,65013,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1330,Grapes,2019,2019,t,63638.87,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1330,Grapes,2020,2020,t,51953.51,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1252,Green garlic,2016,2016,t,147009,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1252,Green garlic,2017,2017,t,147582,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1252,Green garlic,2018,2018,t,148156,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1252,Green garlic,2019,2019,t,146288.02,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1252,Green garlic,2020,2020,t,146607.53,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1252,Green garlic,2016,2016,t,12312,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1252,Green garlic,2017,2017,t,12360,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1252,Green garlic,2018,2018,t,12408,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1252,Green garlic,2019,2019,t,12246.07,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1252,Green garlic,2020,2020,t,12378.06,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1322,Lemons and limes,2016,2016,t,1678337,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1322,Lemons and limes,2017,2017,t,1676000,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1322,Lemons and limes,2018,2018,t,1989400,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1322,Lemons and limes,2019,2019,t,1881158.59,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1322,Lemons and limes,2020,2020,t,1823225.77,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1322,Lemons and limes,2016,2016,t,140558,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1322,Lemons and limes,2017,2017,t,140363,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1322,Lemons and limes,2018,2018,t,166609,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1322,Lemons and limes,2019,2019,t,157471.61,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1322,Lemons and limes,2020,2020,t,152848.32,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1214,Lettuce and chicory,2016,2016,t,246,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1214,Lettuce and chicory,2017,2017,t,444,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,112,Maize (corn),2016,2016,t,39792854,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,112,Maize (corn),2017,2017,t,49475895,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,112,Maize (corn),2018,2018,t,43462323,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,112,Maize (corn),2019,2019,t,56860704,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,112,Maize (corn),2020,2020,t,58395811,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,112,Maize (corn),2016,2016,t,579173,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,112,Maize (corn),2017,2017,t,720229,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,112,Maize (corn),2018,2018,t,632644,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,112,Maize (corn),2019,2019,t,827619.74,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,112,Maize (corn),2020,2020,t,849942.85,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1316,"Mangoes, guavas and mangosteens",2016,2016,t,2183,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1316,"Mangoes, guavas and mangosteens",2017,2017,t,2195,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1316,"Mangoes, guavas and mangosteens",2018,2018,t,2206,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1316,"Mangoes, guavas and mangosteens",2019,2019,t,2200.05,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1316,"Mangoes, guavas and mangosteens",2020,2020,t,2207.74,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1316,"Mangoes, guavas and mangosteens",2016,2016,t,183,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1316,"Mangoes, guavas and mangosteens",2017,2017,t,184,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1316,"Mangoes, guavas and mangosteens",2018,2018,t,185,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1316,"Mangoes, guavas and mangosteens",2019,2019,t,168.97,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1316,"Mangoes, guavas and mangosteens",2020,2020,t,213.91,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1323,Oranges,2016,2016,t,1032446,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1323,Oranges,2017,2017,t,1025000,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1323,Oranges,2018,2018,t,1006779,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1323,Oranges,2019,2019,t,1026862.39,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1323,Oranges,2020,2020,t,1040113.74,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1323,Oranges,2016,2016,t,86466,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1323,Oranges,2017,2017,t,85842,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1323,Oranges,2018,2018,t,84316,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1323,Oranges,2019,2019,t,85990.17,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1323,Oranges,2020,2020,t,86975.34,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1317,Papayas,2016,2016,t,2176,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1317,Papayas,2017,2017,t,2179,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1317,Papayas,2018,2018,t,2182,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1317,Papayas,2019,2019,t,2204.34,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1317,Papayas,2020,2020,t,2207.27,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1317,Papayas,2016,2016,t,182,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1317,Papayas,2017,2017,t,183,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1317,Papayas,2018,2018,t,183,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1317,Papayas,2019,2019,t,195.14,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1317,Papayas,2020,2020,t,326.62,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1342.01,Pears,2016,2016,t,522414,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1342.01,Pears,2017,2017,t,517754,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1342.01,Pears,2018,2018,t,565697,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1342.01,Pears,2019,2019,t,600000,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1342.01,Pears,2020,2020,t,600000,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1342.01,Pears,2016,2016,t,43751,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1342.01,Pears,2017,2017,t,43361,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1342.01,Pears,2018,2018,t,47376,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1342.01,Pears,2019,2019,t,50288.22,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1342.01,Pears,2020,2020,t,50226.78,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1318,Pineapples,2016,2016,t,3304,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1318,Pineapples,2017,2017,t,3303,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1318,Pineapples,2018,2018,t,3303,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1318,Pineapples,2019,2019,t,3265.8,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1318,Pineapples,2020,2020,t,3264.07,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1318,Pineapples,2016,2016,t,1185,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1318,Pineapples,2017,2017,t,1399,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1318,Pineapples,2018,2018,t,1187,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1318,Pineapples,2019,2019,t,1208.79,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1318,Pineapples,2020,2020,t,1119.49,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1510,Potatoes,2016,2016,t,2430866,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1510,Potatoes,2017,2017,t,2491705,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1510,Potatoes,2018,2018,t,2340103,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1510,Potatoes,2019,2019,t,2600000,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1510,Potatoes,2020,2020,t,2884000,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1510,Potatoes,2016,2016,t,203921,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1510,Potatoes,2017,2017,t,209024,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1510,Potatoes,2018,2018,t,196307,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1510,Potatoes,2019,2019,t,217000,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,1510,Potatoes,2020,2020,t,240900,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,21411,Raisins,2016,2016,t,31000,X,Figure from international organizations
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,21411,Raisins,2017,2017,t,41000,X,Figure from international organizations
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,21411,Raisins,2018,2018,t,42000,X,Figure from international organizations
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,21411,Raisins,2019,2019,t,42500,X,Figure from international organizations
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,21411,Raisins,2020,2020,t,43000,X,Figure from international organizations
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,113,Rice,2016,2016,t,1404980,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,113,Rice,2017,2017,t,1328340,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,113,Rice,2018,2018,t,1367968,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,113,Rice,2019,2019,t,1189866,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,113,Rice,2020,2020,t,1222910,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,113,Rice,2016,2016,t,55947,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,113,Rice,2017,2017,t,52411,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,113,Rice,2018,2018,t,53480,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,113,Rice,2019,2019,t,47389.78,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,113,Rice,2020,2020,t,48704.05,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,141,Soya beans,2016,2016,t,58799258,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,141,Soya beans,2017,2017,t,54971626,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,141,Soya beans,2018,2018,t,37787927,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,141,Soya beans,2019,2019,t,55263891,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,141,Soya beans,2020,2020,t,48796661,A,Official figure
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,141,Soya beans,2016,2016,t,596531,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,141,Soya beans,2017,2017,t,568695,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,141,Soya beans,2018,2018,t,442312,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,141,Soya beans,2019,2019,t,598115.73,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5016,Loss,141,Soya beans,2020,2020,t,541139.97,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1354,Strawberries,2016,2016,t,14288,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1354,Strawberries,2017,2017,t,14588,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1354,Strawberries,2018,2018,t,14888,I,Imputed value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1354,Strawberries,2019,2019,t,13501.35,E,Estimated value
SCL,Supply Utilization Accounts (2010-),32,Argentina,5510,Production,1354,Strawberries,2020,2020,t,13523.69,E,Estimated value
