Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1330,Grapes,2017,2017,t,176100,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1330,Grapes,2018,2018,t,174700,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1330,Grapes,2019,2019,t,172700,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1330,Grapes,2020,2020,t,163400,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1330,Grapes,2016,2016,t,36188,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1330,Grapes,2017,2017,t,35261,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1330,Grapes,2018,2018,t,36005,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1330,Grapes,2019,2019,t,37300.79,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1330,Grapes,2020,2020,t,35320.91,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1252,Green garlic,2016,2016,t,21100,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1252,Green garlic,2017,2017,t,20700,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1252,Green garlic,2018,2018,t,20200,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1252,Green garlic,2019,2019,t,20800,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1252,Green garlic,2020,2020,t,20892.54,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1252,Green garlic,2016,2016,t,1767,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1252,Green garlic,2017,2017,t,1734,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1252,Green garlic,2018,2018,t,1757,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1252,Green garlic,2019,2019,t,1818.5,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1252,Green garlic,2020,2020,t,1844.05,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1352,Kiwi fruit,2016,2016,t,25600,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1352,Kiwi fruit,2017,2017,t,30000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1352,Kiwi fruit,2018,2018,t,25000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1352,Kiwi fruit,2019,2019,t,25300,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1352,Kiwi fruit,2020,2020,t,23980.13,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1352,Kiwi fruit,2016,2016,t,2144,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1352,Kiwi fruit,2017,2017,t,2512,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1352,Kiwi fruit,2018,2018,t,2132,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1352,Kiwi fruit,2019,2019,t,2741.33,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1352,Kiwi fruit,2020,2020,t,2858.06,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1322,Lemons and limes,2016,2016,t,8686,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1322,Lemons and limes,2017,2017,t,8741,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1322,Lemons and limes,2018,2018,t,8094,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1322,Lemons and limes,2019,2019,t,8075.89,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1322,Lemons and limes,2020,2020,t,8546.63,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1322,Lemons and limes,2016,2016,t,9033,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1322,Lemons and limes,2017,2017,t,9276,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1322,Lemons and limes,2018,2018,t,9452,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1322,Lemons and limes,2019,2019,t,9685.9,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1322,Lemons and limes,2020,2020,t,8299.47,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1214,Lettuce and chicory,2016,2016,t,585700,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1214,Lettuce and chicory,2017,2017,t,583200,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1214,Lettuce and chicory,2018,2018,t,585600,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1214,Lettuce and chicory,2019,2019,t,578100,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1214,Lettuce and chicory,2020,2020,t,580545.73,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1214,Lettuce and chicory,2016,2016,t,49052,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1214,Lettuce and chicory,2017,2017,t,48842,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1214,Lettuce and chicory,2018,2018,t,48476,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1214,Lettuce and chicory,2019,2019,t,47949.29,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1214,Lettuce and chicory,2020,2020,t,47986.57,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,112,Maize (corn),2016,2016,t,166,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,112,Maize (corn),2017,2017,t,165,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,112,Maize (corn),2018,2018,t,165,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,112,Maize (corn),2019,2019,t,165.83,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,112,Maize (corn),2020,2020,t,164.4,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,112,Maize (corn),2016,2016,t,3000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,112,Maize (corn),2017,2017,t,4000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,112,Maize (corn),2018,2018,t,4000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,112,Maize (corn),2019,2019,t,4000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,112,Maize (corn),2020,2020,t,3000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1316,"Mangoes, guavas and mangosteens",2016,2016,t,3236,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1316,"Mangoes, guavas and mangosteens",2017,2017,t,3272,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1316,"Mangoes, guavas and mangosteens",2018,2018,t,3307,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1316,"Mangoes, guavas and mangosteens",2019,2019,t,3429.34,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1316,"Mangoes, guavas and mangosteens",2020,2020,t,3461.88,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1316,"Mangoes, guavas and mangosteens",2016,2016,t,918,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1316,"Mangoes, guavas and mangosteens",2017,2017,t,990,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1316,"Mangoes, guavas and mangosteens",2018,2018,t,1090,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1316,"Mangoes, guavas and mangosteens",2019,2019,t,1086.23,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1316,"Mangoes, guavas and mangosteens",2020,2020,t,1025.82,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1323,Oranges,2016,2016,t,35447,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1323,Oranges,2017,2017,t,36760,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1323,Oranges,2018,2018,t,36040,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1323,Oranges,2019,2019,t,28179.99,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1323,Oranges,2020,2020,t,27993.89,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1323,Oranges,2016,2016,t,20548,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1323,Oranges,2017,2017,t,19103,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1323,Oranges,2018,2018,t,17645,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1323,Oranges,2019,2019,t,17458.92,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1323,Oranges,2020,2020,t,18135.49,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1317,Papayas,2016,2016,t,81,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1317,Papayas,2017,2017,t,93,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1317,Papayas,2018,2018,t,100,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1317,Papayas,2019,2019,t,100.64,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1317,Papayas,2020,2020,t,99.05,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1342.01,Pears,2016,2016,t,278100,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1342.01,Pears,2017,2017,t,274500,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1342.01,Pears,2018,2018,t,258700,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1342.01,Pears,2019,2019,t,238600,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1342.01,Pears,2020,2020,t,198200,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1342.01,Pears,2016,2016,t,47277,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1342.01,Pears,2017,2017,t,46665,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1342.01,Pears,2018,2018,t,43979,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1342.01,Pears,2019,2019,t,40562,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1342.01,Pears,2020,2020,t,33694,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1318,Pineapples,2016,2016,t,7770,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1318,Pineapples,2017,2017,t,8500,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1318,Pineapples,2018,2018,t,7340,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1318,Pineapples,2019,2019,t,7460,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1318,Pineapples,2020,2020,t,7484.08,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1318,Pineapples,2016,2016,t,15094,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1318,Pineapples,2017,2017,t,16549,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1318,Pineapples,2018,2018,t,16638,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1318,Pineapples,2019,2019,t,16073,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1318,Pineapples,2020,2020,t,16456.37,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1510,Potatoes,2016,2016,t,2199000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1510,Potatoes,2017,2017,t,2395000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1510,Potatoes,2018,2018,t,2260000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1510,Potatoes,2019,2019,t,2399000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1510,Potatoes,2020,2020,t,2205000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1510,Potatoes,2016,2016,t,168407,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1510,Potatoes,2017,2017,t,111832,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1510,Potatoes,2018,2018,t,85000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1510,Potatoes,2019,2019,t,141000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1510,Potatoes,2020,2020,t,146400,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,113,Rice,2016,2016,t,10055000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,113,Rice,2017,2017,t,9780000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,113,Rice,2018,2018,t,9727500,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,113,Rice,2019,2019,t,10527000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,113,Rice,2020,2020,t,9706250,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,113,Rice,2016,2016,t,0,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,113,Rice,2017,2017,t,0,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,113,Rice,2018,2018,t,153000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,113,Rice,2019,2019,t,151000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,113,Rice,2020,2020,t,144000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,141,Soya beans,2016,2016,t,238000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,141,Soya beans,2017,2017,t,253000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,141,Soya beans,2018,2018,t,211300,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,141,Soya beans,2019,2019,t,217800,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,141,Soya beans,2020,2020,t,218900,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,141,Soya beans,2016,2016,t,63000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,141,Soya beans,2017,2017,t,64000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,141,Soya beans,2018,2018,t,65000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,141,Soya beans,2019,2019,t,67000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,141,Soya beans,2020,2020,t,63000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1354,Strawberries,2016,2016,t,159000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1354,Strawberries,2017,2017,t,163700,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1354,Strawberries,2018,2018,t,161800,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1354,Strawberries,2019,2019,t,165200,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1354,Strawberries,2020,2020,t,163734.6,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1354,Strawberries,2016,2016,t,27539,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1354,Strawberries,2017,2017,t,28369,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1354,Strawberries,2018,2018,t,28064,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1354,Strawberries,2019,2019,t,28626.11,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1354,Strawberries,2020,2020,t,28399.01,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1802,Sugar cane,2016,2016,t,1574000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1802,Sugar cane,2017,2017,t,1297000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1802,Sugar cane,2018,2018,t,1196000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1802,Sugar cane,2019,2019,t,1174000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1802,Sugar cane,2020,2020,t,1167201.58,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1802,Sugar cane,2016,2016,t,84659,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1802,Sugar cane,2017,2017,t,69760,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1802,Sugar cane,2018,2018,t,65473,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1802,Sugar cane,2019,2019,t,63370.25,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1802,Sugar cane,2020,2020,t,63003.68,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1234,Tomatoes,2016,2016,t,743200,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1234,Tomatoes,2017,2017,t,737200,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1234,Tomatoes,2018,2018,t,724200,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1234,Tomatoes,2019,2019,t,720600,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1234,Tomatoes,2020,2020,t,706000,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1234,Tomatoes,2016,2016,t,105082,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1234,Tomatoes,2017,2017,t,104285,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1234,Tomatoes,2018,2018,t,102676,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1234,Tomatoes,2019,2019,t,102196.87,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1234,Tomatoes,2020,2020,t,100064.09,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1221,Watermelons,2016,2016,t,344800,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1221,Watermelons,2017,2017,t,331100,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1221,Watermelons,2018,2018,t,320600,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1221,Watermelons,2019,2019,t,324200,A,Official figure
SCL,Supply Utilization Accounts (2010-),392,Japan,5510,Production,1221,Watermelons,2020,2020,t,309401.81,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1221,Watermelons,2016,2016,t,58665,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1221,Watermelons,2017,2017,t,56316,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1221,Watermelons,2018,2018,t,54547,E,Estimated value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1221,Watermelons,2019,2019,t,55135.23,I,Imputed value
SCL,Supply Utilization Accounts (2010-),392,Japan,5016,Loss,1221,Watermelons,2020,2020,t,52712.22,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1341,Apples,2016,2016,t,55197,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1341,Apples,2017,2017,t,24496,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1341,Apples,2018,2018,t,20517,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1341,Apples,2019,2019,t,21051,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1341,Apples,2020,2020,t,19613,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1341,Apples,2016,2016,t,10940,E,Estimated value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1341,Apples,2017,2017,t,7531,E,Estimated value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1341,Apples,2018,2018,t,3550,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1341,Apples,2019,2019,t,7090,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1341,Apples,2020,2020,t,6301,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1343,Apricots,2016,2016,t,11719,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1343,Apricots,2017,2017,t,18791,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1343,Apricots,2018,2018,t,21415,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1343,Apricots,2019,2019,t,26459,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1343,Apricots,2020,2020,t,20992,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1343,Apricots,2016,2016,t,918,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1343,Apricots,2017,2017,t,1261,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1343,Apricots,2018,2018,t,2142,E,Estimated value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1343,Apricots,2019,2019,t,2646,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1343,Apricots,2020,2020,t,2099,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1216,Artichokes,2016,2016,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1216,Artichokes,2017,2017,t,2,E,Estimated value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1216,Artichokes,2018,2018,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1216,Artichokes,2019,2019,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1216,Artichokes,2020,2020,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1216,Artichokes,2019,2019,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1211,Asparagus,2016,2016,t,0,M,"Missing value (data cannot exist, not applicable)"
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1211,Asparagus,2017,2017,t,0,M,"Missing value (data cannot exist, not applicable)"
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1211,Asparagus,2018,2018,t,0,M,"Missing value (data cannot exist, not applicable)"
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1211,Asparagus,2019,2019,t,0,M,"Missing value (data cannot exist, not applicable)"
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1211,Asparagus,2020,2020,t,0,M,"Missing value (data cannot exist, not applicable)"
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1211,Asparagus,2016,2016,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1211,Asparagus,2017,2017,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1211,Asparagus,2018,2018,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1211,Asparagus,2019,2019,t,0,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,115,Barley,2016,2016,t,37929,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,115,Barley,2017,2017,t,48954,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,115,Barley,2018,2018,t,47245,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,115,Barley,2019,2019,t,66618,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,115,Barley,2020,2020,t,83598,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,115,Barley,2016,2016,t,46938,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,115,Barley,2017,2017,t,37883,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,115,Barley,2018,2018,t,42435,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,115,Barley,2019,2019,t,46343,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,115,Barley,2020,2020,t,35071,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1212,Cabbages,2016,2016,t,57775,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1212,Cabbages,2017,2017,t,50436,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1212,Cabbages,2018,2018,t,52262,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1212,Cabbages,2019,2019,t,35074,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5510,Production,1212,Cabbages,2020,2020,t,52616,A,Official figure
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1212,Cabbages,2016,2016,t,4839,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1212,Cabbages,2017,2017,t,4646,I,Imputed value
SCL,Supply Utilization Accounts (2010-),400,Jordan,5016,Loss,1212,Cabbages,2018,2018,t,2933,I,Imputed value
