Country,Year,Maize (corn),Rice,Sugar cane,Tomatoes,Bananas,"Groundnuts, excluding shelled","Cassava, fresh",Cocoa beans,"Coffee, green",Pineapples,Sweet potatoes,"Mangoes, guavas and mangosteens","Coconuts, in shell",Loss,GHG
Seychelles,2019,,,,432.72,1986.63,,231.81,,,33.34,,68.53,3682.26,1.41,1.457
Seychelles,2019,,,,432.72,1986.63,,231.81,,,33.34,,68.53,3682.26,194.87,1.457
Seychelles,2019,,,,432.72,1986.63,,231.81,,,33.34,,68.53,3682.26,4.47,1.457
Seychelles,2019,,,,432.72,1986.63,,231.81,,,33.34,,68.53,3682.26,311.24,1.457
Seychelles,2019,,,,432.72,1986.63,,231.81,,,33.34,,68.53,3682.26,2.04,1.457
Seychelles,2019,,,,432.72,1986.63,,231.81,,,33.34,,68.53,3682.26,4.17,1.457
Seychelles,2019,,,,432.72,1986.63,,231.81,,,33.34,,68.53,3682.26,4.08,1.457
Seychelles,2019,,,,432.72,1986.63,,231.81,,,33.34,,68.53,3682.26,122.16,1.457
Seychelles,2019,,,,432.72,1986.63,,231.81,,,33.34,,68.53,3682.26,46.98,1.457
Seychelles,2020,,,,434.5,1990.21,,232.56,,,32.78,,69.2,3836.93,46.91,1.42
Seychelles,2020,,,,434.5,1990.21,,232.56,,,32.78,,69.2,3836.93,1.37,1.42
Seychelles,2020,,,,434.5,1990.21,,232.56,,,32.78,,69.2,3836.93,201.09,1.42
Seychelles,2020,,,,434.5,1990.21,,232.56,,,32.78,,69.2,3836.93,4.46,1.42
Seychelles,2020,,,,434.5,1990.21,,232.56,,,32.78,,69.2,3836.93,267.54,1.42
Seychelles,2020,,,,434.5,1990.21,,232.56,,,32.78,,69.2,3836.93,2.06,1.42
Seychelles,2020,,,,434.5,1990.21,,232.56,,,32.78,,69.2,3836.93,4.16,1.42
Seychelles,2020,,,,434.5,1990.21,,232.56,,,32.78,,69.2,3836.93,2.59,1.42
Seychelles,2020,,,,434.5,1990.21,,232.56,,,32.78,,69.2,3836.93,120.48,1.42
Seychelles,2020,,,,434.5,1990.21,,232.56,,,32.78,,69.2,3836.93,36.79,1.42
Seychelles,2011,,,,389,1831,,222.75,,,38,,59.55,2400,30,1.6974
Seychelles,2011,,,,389,1831,,222.75,,,38,,59.55,2400,1,1.6974
